0.065410079,0.008959041,1,1,1,1,1,0.003544361,0.953903346,0.019924099,0.011940299,1,0,0,0,0,0,0,1,0,0,0,0
0.065410079,0.008959041,1,1,1,1,1,0.003544361,0.953903346,0.019924099,0.011940299,0,1,0,0,0,0,0,0,0,0,1,0
0.065410079,0.008959041,1,1,1,1,1,0.003544361,0.953903346,0.019924099,0.011940299,0,0,1,0,0,0,0,0,0,0,1,0
0.065410079,0.008959041,1,1,1,1,1,0.003544361,0.953903346,0.019924099,0.011940299,0,0,0,1,0,0,0,1,0,0,0,0
0.065410079,0.008959041,1,1,1,1,1,0.003544361,0.953903346,0.019924099,0.011940299,0,0,0,0,1,0,0,0,0,0,1,0
1,0.588759006,0.999,1,0.79,0.954,0.433586338,0.455285956,0.317174721,0.015180266,0.009701493,1,0,0,0,0,0,0,0,0,0,1,0
1,0.588759006,0.999,1,0.79,0.954,0.433586338,0.455285956,0.317174721,0.015180266,0.009701493,0,1,0,0,0,0,0,0,0,0,1,0
1,0.588759006,0.999,1,0.79,0.954,0.433586338,0.455285956,0.317174721,0.015180266,0.009701493,0,0,1,0,0,0,0,0,0,0,1,0
1,0.588759006,0.999,1,0.79,0.954,0.433586338,0.455285956,0.317174721,0.015180266,0.009701493,0,0,0,1,0,0,0,1,0,0,0,0
1,0.588759006,0.999,1,0.79,0.954,0.433586338,0.455285956,0.317174721,0.015180266,0.009701493,0,0,0,0,1,0,0,0,0,0,1,0
0.369564262,0.243305771,1,1,1,1,0.434218849,0.083027735,0.012267658,0.008538899,0.005671642,1,0,0,0,0,0,0,0,1,0,0,0
0.369564262,0.243305771,1,1,1,1,0.434218849,0.083027735,0.012267658,0.008538899,0.005671642,0,1,0,0,0,0,0,0,0,0,1,0
0.369564262,0.243305771,1,1,1,1,0.434218849,0.083027735,0.012267658,0.008538899,0.005671642,0,0,1,0,0,0,0,0,0,0,1,0
0.369564262,0.243305771,1,1,1,1,0.434218849,0.083027735,0.012267658,0.008538899,0.005671642,0,0,0,1,0,0,0,0,0,0,1,0
0.369564262,0.243305771,1,1,1,1,0.434218849,0.083027735,0.012267658,0.008538899,0.005671642,0,0,0,0,1,0,0,0,0,0,1,0
0.405400148,0.023608867,0.996,0.998,0.996,0.998,0.073371284,0.000192287,0.155910781,0.805502846,0.746268657,1,0,0,0,0,0,0,0,1,0,0,0
0.405400148,0.023608867,0.996,0.998,0.996,0.998,0.073371284,0.000192287,0.155910781,0.805502846,0.746268657,0,1,0,0,0,0,0,0,0,0,1,0
0.405400148,0.023608867,0.996,0.998,0.996,0.998,0.073371284,0.000192287,0.155910781,0.805502846,0.746268657,0,0,1,0,0,0,0,0,0,0,1,0
0.405400148,0.023608867,0.996,0.998,0.996,0.998,0.073371284,0.000192287,0.155910781,0.805502846,0.746268657,0,0,0,1,0,0,0,1,0,0,0,0
0.405400148,0.023608867,0.996,0.998,0.996,0.998,0.073371284,0.000192287,0.155910781,0.805502846,0.746268657,0,0,0,0,1,0,0,0,0,0,1,0
0.493935004,0.042850249,0.998,0.999,0.047,0.294,0.083175206,0.014664995,0.008267658,0.008538899,0.005970149,1,0,0,0,0,0,0,0,0,0,1,0
0.493935004,0.042850249,0.998,0.999,0.047,0.294,0.083175206,0.014664995,0.008267658,0.008538899,0.005970149,0,1,0,0,0,0,0,0,0,0,1,0
0.493935004,0.042850249,0.998,0.999,0.047,0.294,0.083175206,0.014664995,0.008267658,0.008538899,0.005970149,0,0,1,0,0,0,0,0,0,0,1,0
0.493935004,0.042850249,0.998,0.999,0.047,0.294,0.083175206,0.014664995,0.008267658,0.008538899,0.005970149,0,0,0,1,0,0,0,1,0,0,0,0
0.493935004,0.042850249,0.998,0.999,0.047,0.294,0.083175206,0.014664995,0.008267658,0.008538899,0.005970149,0,0,0,0,1,1,0,0,0,0,0,0
