0.083215697,0.028906307,1,1,0.98,0.975,0.660499684,0.006352147,0.461412639,0.019924099,0.011343284,1,0,0,0,0,0,0,0,0,0,1,0
0.083215697,0.028906307,1,1,0.98,0.975,0.660499684,0.006352147,0.461412639,0.019924099,0.011343284,0,1,0,0,0,0,0,0,0,0,1,0
0.083215697,0.028906307,1,1,0.98,0.975,0.660499684,0.006352147,0.461412639,0.019924099,0.011343284,0,0,1,0,0,0,0,0,0,0,1,0
0.083215697,0.028906307,1,1,0.98,0.975,0.660499684,0.006352147,0.461412639,0.019924099,0.011343284,0,0,0,1,0,0,1,0,0,0,0,0
0.083215697,0.028906307,1,1,0.98,0.975,0.660499684,0.006352147,0.461412639,0.019924099,0.011343284,0,0,0,0,1,0,0,0,0,0,1,0
0.349951553,0.094681829,0.999,1,0.999,1,0.408127767,0.045842245,0.01339777,0.023719165,0.008955224,1,0,0,0,0,0,0,1,0,0,0,0
0.349951553,0.094681829,0.999,1,0.999,1,0.408127767,0.045842245,0.01339777,0.023719165,0.008955224,0,1,0,0,0,0,0,0,0,0,1,0
0.349951553,0.094681829,0.999,1,0.999,1,0.408127767,0.045842245,0.01339777,0.023719165,0.008955224,0,0,1,0,0,0,0,0,0,0,1,0
0.349951553,0.094681829,0.999,1,0.999,1,0.408127767,0.045842245,0.01339777,0.023719165,0.008955224,0,0,0,1,0,0,0,1,0,0,0,0
0.349951553,0.094681829,0.999,1,0.999,1,0.408127767,0.045842245,0.01339777,0.023719165,0.008955224,0,0,0,0,1,0,0,1,0,0,0,0
0.003872455,0.001690574,0.954,0.995,0.954,0.995,0.9971537,0.002153402,1,0.013282732,0.007462687,1,0,0,0,0,0,0,0,0,0,1,0
0.003872455,0.001690574,0.954,0.995,0.954,0.995,0.9971537,0.002153402,1,0.013282732,0.007462687,0,1,0,0,0,0,0,0,0,0,1,0
0.003872455,0.001690574,0.954,0.995,0.954,0.995,0.9971537,0.002153402,1,0.013282732,0.007462687,0,0,1,0,0,0,0,0,0,0,1,0
0.003872455,0.001690574,0.954,0.995,0.954,0.995,0.9971537,0.002153402,1,0.013282732,0.007462687,0,0,0,1,0,0,0,0,0,0,1,0
0.003872455,0.001690574,0.954,0.995,0.954,0.995,0.9971537,0.002153402,1,0.013282732,0.007462687,0,0,0,0,1,0,0,0,0,0,1,0
0.007126456,0.00359754,0.996,1,0.368,0.332,0.450347881,0.002034576,0.399776952,0.011385199,0.007462687,1,0,0,0,0,0,0,0,0,0,1,0
0.007126456,0.00359754,0.996,1,0.368,0.332,0.450347881,0.002034576,0.399776952,0.011385199,0.007462687,0,1,0,0,0,0,0,0,0,1,0,0
