0.000066069,0.002303667,0.086090878,0.356992334,0.000182854,0.554212868,0.000151263
0.000352768,0.009750047,0.004477141,0.263447732,0.003624000,0.718101442,0.000246993
0.000114177,0.012034754,0.001572328,0.244262949,0.000756793,0.741112471,0.000146554
0.000137356,0.150821790,0.417994708,0.035261545,0.000304751,0.394934386,0.000545480
0.000022327,0.001994525,0.038537625,0.025833810,0.000034019,0.933523834,0.000053906
0.000072908,0.000268204,0.961435437,0.006915575,0.000163083,0.031039940,0.000104908
0.003327716,0.010555266,0.241270527,0.023960268,0.076045133,0.643463850,0.001377220
0.001647347,0.013792248,0.195582047,0.024798213,0.020672560,0.742576420,0.000931202
0.000008580,0.002214693,0.996353149,0.000015495,0.000042153,0.001344788,0.000021086
0.000020677,0.000452498,0.851948857,0.000127963,0.000083027,0.147334740,0.000032263
0.000055901,0.000925629,0.797730982,0.034725420,0.000070026,0.166381717,0.000110300
0.000266490,0.004678921,0.013725544,0.023401069,0.002800877,0.954924762,0.000202289
0.000099616,0.006773363,0.007943821,0.019451598,0.000567183,0.965066195,0.000098223
0.000016332,0.027307294,0.932006240,0.000228851,0.000038061,0.040335484,0.000067694
0.000010592,0.001048691,0.404338449,0.000688006,0.000015319,0.593874395,0.000024573
0.000070735,0.000137275,0.284592271,0.562689304,0.000116836,0.152197227,0.000196392
0.000245422,0.000694506,0.003463457,0.163503125,0.005322381,0.826575994,0.000195119
0.000108411,0.000639567,0.002648802,0.210386097,0.001028886,0.785075486,0.000112643
0.000032383,0.004333237,0.964708328,0.003447670,0.000100055,0.027267758,0.000110435
0.000013095,0.000197712,0.102514885,0.007545592,0.000040612,0.889657974,0.000030092
0.000596192,0.007737047,0.055390961,0.006478517,0.003231263,0.926109254,0.000456786
0.005865419,0.186247081,0.033915382,0.000913862,0.532282829,0.239399388,0.001376052
0.004046745,0.204024628,0.021115914,0.001130159,0.218648702,0.550062954,0.000970864
0.000106628,0.103432201,0.890689850,0.000007771,0.003768175,0.001877369,0.000118045
0.000246242,0.018124679,0.267114133,0.000101962,0.003428292,0.710802972,0.000181739
